Word|Definition|Sentence|Mnemonic|Tag
assume|僭取；篡夺；夺取；擅用；侵占i. 假定；设想；承担；采取|They assume together every morning.|联想记忆：结合语境多读多用！|Gaokao-Core
assure|保证；担保；使确信；弄清楚|He always assures on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
astonish|使惊讶|Don't astonished your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
astronaut|宇航员，航天员；太空旅行者|The astronaut is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
at|在（表示存在或出现的地点、场所、位置、空间）；以（某种价格、速度等）；向；达；因为；朝；忙于阿特（老挝货币基本单位att）；砹（极不稳定放射性元素）密封的（airtight）；气温（air temperature）|She bought a new at yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
athlete|运动员，体育家；身强力壮的人|She bought a new athlete yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
athletic|运动的，运动员的；体格健壮的|The movie was quite athletic.|联想记忆：结合语境多读多用！|Gaokao-Core
atmosphere|气氛；大气；空气|The atmosphere is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
atom|原子|She bought a new atom yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
atomic|原子的，原子能的；微粒子的|It was a very atomic day.|联想记忆：结合语境多读多用！|Gaokao-Core
attach|i. 附加；附属；伴随使依附；贴上；系上；使依恋|Don't attached your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
attack|攻击；抨击；疾病发作攻击；抨击；动手干i. 攻击；腐蚀|The attack is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
attempt|企图，试图；攻击企图，试图；尝试|This attempt helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
attend|i. 出席；致力于；照料；照顾出席；上（大学等）；照料；招待；陪伴|He always attends on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
attention|注意力；关心；立正！（口令）|This attention helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
attitude|态度；看法；意见；姿势|This attitude helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
attract|吸引；引起i. 吸引；有吸引力|Don't attracted your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
attraction|吸引，吸引力；引力；吸引人的事物|This attraction helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
attractive|吸引人的；有魅力的；引人注目的|It was a very attractive day.|联想记忆：结合语境多读多用！|Gaokao-Core
audience|观众；听众；读者；接见；正式会见；拜会|She bought a new audience yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
audio-visual|视听的；视听教学的|She felt audio-visual after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
aunt|阿姨；姑妈；伯母；舅妈|She bought a new aunt yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
author|作者；作家；创始人创作出版|This author helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
authority|权威；权力；当局|She bought a new authority yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
auto|汽车（等于automobile）；自动i. 乘汽车|The auto is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
automatic|自动机械；自动手枪自动的；无意识的；必然的|She bought a new automatic yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
autumn|秋天；成熟期；渐衰期，凋落期秋天的，秋季的|The autumn is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
available|可获得的；可购得的；可找到的；有空的|She felt available after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
avenue|大街；林荫大道；(达到某物的)途径，手段，方法，渠道|The avenue is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
average|平均；平均数；海损平均的；普通的；通常的算出…的平均数；将…平均分配；使…平衡i. 平均为；呈中间色|This average helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
avoid|避免；避开，躲避；消除|He always avoids on weekends.|联想记忆：结合语境多读多用！|Gaokao-Core
await|等候，等待；期待|Don't awaited your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
awake|醒着的唤醒；使觉醒；激起，唤起i. 觉醒，意识到；醒来；被唤起|They awake together every morning.|联想记忆：结合语境多读多用！|Gaokao-Core
awaken|唤醒；唤起；使…意识到i. 觉醒；醒来；意识到|Don't awakened your time on useless things.|联想记忆：结合语境多读多用！|Gaokao-Core
award|奖品；判决授予；判定|She bought a new award yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
aware|意识到的；知道的；有…方面知识的；懂世故的|She felt aware after the long journey.|联想记忆：结合语境多读多用！|Gaokao-Core
away|离去，离开；在远处|She finished her homework away.|联想记忆：结合语境多读多用！|Gaokao-Core
awful|可怕的；极坏的；使人敬畏的|The movie was quite awful.|联想记忆：结合语境多读多用！|Gaokao-Core
awkward|尴尬的；笨拙的；棘手的；不合适的|It was a very awkward day.|联想记忆：结合语境多读多用！|Gaokao-Core
baby|婴儿，婴孩；孩子气的人婴儿的；幼小的纵容，娇纵；把……当婴儿般对待|She bought a new baby yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
back|后面；背部；靠背；足球等的后卫；书报等的末尾后面的；过去的；拖欠的支持；后退；背书；下赌注以前；向后地；来回地；上溯；回来；回原处i. 后退；背靠；倒退|This back helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
background|背景；隐蔽的位置背景的；发布背景材料的作…的背景|She bought a new background yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
backward|向后的；反向的；发展迟缓的向后地；相反地|It was a very backward day.|联想记忆：结合语境多读多用！|Gaokao-Core
bacteria|细菌|This bacteria helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
bad|坏事；坏人坏的；严重的；劣质的很，非常；坏地；邪恶地|She bought a new bad yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
badly|非常，很；严重地，厉害地；恶劣地|They worked badly to meet the deadline.|联想记忆：结合语境多读多用！|Gaokao-Core
bag|袋；猎获物；（俚）一瓶啤酒猎获；把…装入袋中；占据，私吞；使膨大i. 松垂|She bought a new bag yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
baggage|行李； 辎重（军队的）|She bought a new baggage yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
bake|烤；烘烤食品i. 烘面包；被烤干；受热烤，烘焙|The bake is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
bakery|面包店|The bakery is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
balance|平衡；余额；匀称使平衡；结算；使相称i. 保持平衡；相称；抵销|The balance is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
ball|球；舞会捏成球形i. 成团块|This ball helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
ballet|芭蕾舞剧；芭蕾舞乐曲|This ballet helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
balloon|气球像气球般鼓起的使像气球般鼓起；使激增i. 激增；膨胀如气球|This balloon helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
bamboo|竹，竹子竹制的；土著居民的为…装上篾条|This bamboo helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
ban|禁令，禁忌禁止，取缔|This ban helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
banana|香蕉；喜剧演员；大鹰钩鼻|She bought a new banana yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
band|带，环； 波段；(演奏流行音乐的) 乐队n.乐队；队；一群i. 用带绑扎；给...镶边|She bought a new band yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
bandage|绷带用绷带包扎|The bandage is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
band-aid|创可贴补缀的|This band-aid helps us understand the world better.|联想记忆：结合语境多读多用！|Gaokao-Core
bank|银行；岸；浅滩；储库将…存入银行；倾斜转弯i. 堆积；倾斜转弯|The bank is very important in daily life.|联想记忆：结合语境多读多用！|Gaokao-Core
bar|条，棒；酒吧；障碍；法庭除……外禁止；阻拦|She bought a new bar yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
barbecue|烤肉；吃烤肉的野宴烧烤；烤肉|She bought a new barbecue yesterday.|联想记忆：结合语境多读多用！|Gaokao-Core
